pathway	pval	padj	log2err	ES	NES	size	leadingEdge
REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3	0.416352201257862	0.854918315692591	0.0649407684612899	0.367068983317729	1.0263319956603	62	H4C9,PKN1,H2AC4,H3C3,H4C12,H4C11,H2BC15,H2BC12L,H4C1,H2BC7,H2AX,H3C12,H3C4,H2AC18,H3C1,H3C14,H3C15,H2BC17,H2AC19,H3C11,H2BC3,H3C8,H3C13,H3C7,H2AC14,H2AC7,H3C10,H4C14,H4C15
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	0.635971223021583	1	0.0513223330421143	0.363701268477177	0.859117806410055	23	MAPK11,NOD1,IRAK1,IRAK2,MAPKAPK2,UBB
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	0.0592572638352973	0.309378040256378	0.321775918075361	-0.505834961016363	-1.45773769221037	25	TUBB4A,PRKAG3,TUBA4A,PRKAA2,MAPT,TUBAL3,TUBB4B,TUBA4B
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	0.98868778280543	1	0.0173914717556673	0.203743332480508	0.615461598754416	119	H4C9,H2AC4,RARA,H3C3,H4C12,H4C11,H2BC15,JUN,HOXB2,H2BC12L,H4C1,H2BC7,H2AX,H3C12,H3C4,POLR2A,H2AC18,H3C1,PBX1,H3C14,HOXD3,H3C15,H2BC17,H2AC19,H3C11,HOXB4,MAFB,PKNOX1,H2BC3,H3C8,H3C13,H3C7,POLR2D,PCGF2,H2AC14,H2AC7,H3C10,POLR2L,RARB,H4C14,H4C15
REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	0.985436893203884	1	0.0905428948469474	-0.197891938012304	-0.685675224416259	63	RPS27A,PSMB7,UBA52,ANAPC16,SEM1,PSMD6,PSMC6,PSMB4,PTTG1,PSMC3,ANAPC4,PSMD14,PSMD3,PSMC2,PSMB6,CDC26,ANAPC2,PSMD12,PSMD8,PSMC1,CDC20,ADRM1,PSMB1,ANAPC5,PSMA6,PSMD7,ANAPC15,ANAPC10,MAD2L1,PSMA2,BUB3,PSMA4
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.990358126721763	1	0.0285743975105342	0.195627996515003	0.506860602877819	37	CLSPN,CDC7,CDC6,MCM10,MCM6,CDC45,CDC25A,MCM3,MCM5,ORC6,CDC25C,HUS1,ATR
REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA	0.449848024316109	0.893423464468484	0.0704500850658419	0.471667997145195	1.02045804323876	15	YWHAH,YWHAG,AKT1,BID,AKT3,PPP3CC,BCL2,YWHAB
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.985955056179775	1	0.029777461260706	0.21114293906431	0.520910012145429	30	YWHAH,YWHAG,BCL2L11,AKT1,BID,AKT3,TP53,PPP3CC,BMF,BCL2,YWHAB
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP	0.293893129770992	0.749419448476052	0.158514105424824	-0.343158439478183	-1.0997713402467	42	DHCR7,HMGCS1,MVK,MVD,HMGCR,PMVK,PPARA,FASN,RXRA,TM7SF2,LSS,SQLE,SC5D,FDFT1,IDI1,FDPS
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE	0.0121334316301119	0.100887237072597	0.380730400722792	0.716652647726212	1.60018250199304	18	CD14,LY96,TLR4,TICAM2,IRF7,TRAF3
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	0.313218390804598	0.775491964623508	0.0865399737444125	0.471988414069841	1.13248236795865	26	GNGT2,PLCB2,GRIK3,GNG11,GNG10,GNG2,GRIK1,DLG4
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	0.0212338600799507	0.157153898503811	0.352487857583619	0.662064377287502	1.57374057263291	24	MMP11,MMP1,MMP3,MMP9,TIMP1,MMP2,MMP13,MMP14,COL18A1,CTSK,MMP15,MMP7
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	0.998711340206186	1	0.0246382257063476	0.173215408052708	0.476314253896839	54	CARD11,NFKBIE,RELA,UBB,NFKB1,FBXW11,IKBKG,REL,PSMD2,PSMB2,PSMA7,UBC,PSMC4,NFKBIA,IKBKB,PSMC5,PSMD1,NFKBIB,BCL10,PSMD13,PSMB3,PSMD11,PSMB5,PSMA5,CHUK,PSMA1,PSMA3,CUL1,MAP3K7,PSMA4,PSMA2,PSMD7,PSMA6,PSMB1,ADRM1,PSMC1,PSMD8,PSMD12,PSMB6,PSMC2,PSMD3,SKP1,PSMD14,PSMC3,PSMB4,PSMC6,PSMD6,BTRC,SEM1,UBA52,PSMB7,MALT1,PRKCB
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	0.883333333333333	1	0.0269562963008323	0.255315722286694	0.745249456537264	89	NEFL,RASGRF2,PRKAR2B,TUBB3,LIN7A,RASGRF1,NRG1,GRIN2C,RPS6KA2,GRIN2B,KIF17,KPNA2,PPM1F,ADCY1,NRGN,DLG4,PRKACB,GRIA1,PRKACA,PRKAB1,CAMK4,TUBB6,PRKAR1B
REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION	0.92483660130719	1	0.0400031517498194	0.287179004277806	0.575756888420142	10	MAPK12,MAPK11,PRKAB1
REACTOME_ACTIVATION_OF_RAC1	0.349162011173184	0.795691059362934	0.120985142145252	-0.459856985279823	-1.10206977696171	13	PAK5,PAK3,PAK6,PAK4
REACTOME_ACTIVATION_OF_SMO	0.41238670694864	0.853279407465159	0.0745500777420554	0.472872295647149	1.03837139633269	17	ARRB2,SHH,DHH
REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS	0.86764705882353	1	0.0429311093452583	0.331315629173412	0.664245132465583	10	MAPK11,JUN,MAPK10,ATF2,MAPK9
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	0.000157362877983164	0.00264959745804152	0.518848077743792	-0.551972178923416	-1.90910579341028	59	RPS27,RPS7,RPS18,RPS12,RPS17,RPS3A,RPS24,RPS25,RPS15A,RPS14,RPS6,RPS21,RPS8,RPS20,RPS27A,RPS10,RPS23,RPS13,RPS4X,RPS5,EIF3F,EIF3E,EIF3L,RPS15,RPS11,RPS9,RPS3,FAU,RPS19,RPS16,RPS26,EIF3H,EIF4B
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	1	1	0.0734381410838857	-0.162165691042004	-0.496861052300161	33	GMNN,ORC2,ORC4,MCM8,POLE,POLA1,PRIM1,ORC5,RPA3
REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS	0.158974358974359	0.56057188884414	0.178219874951973	-0.598204510928421	-1.34162279065542	10	TFAP2B,TFAP2C,TFAP2E,TFAP2A,CITED2,CITED4,YEATS4
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	0.283861671469741	0.74010989010989	0.0922597260527354	0.493993766513415	1.17423329159472	24	PLA2G2A,PLAAT3,PLA2G5,LPCAT1,PLA2G4C
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	0.361151079136691	0.806750420559075	0.0789209638180035	0.456742267107104	1.08810671640173	25	PLA2G2A,PLAAT3,PLA2G5,PLAAT4,PLAAT5,PLA2G4C
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	0.288753799392097	0.741029281277728	0.0943563635421779	0.540207881355011	1.16874471214123	15	PLA2G2A,PLA2G5,LPCAT1,LPGAT1
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	0.253822629969419	0.70269160330762	0.102449405629826	0.563595719225091	1.20380128923309	14	PLA2G2A,PLAAT3,PLA2G5,PLA2G4C
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	0.12089552238806	0.466608219646752	0.154190966581424	0.604463128623983	1.35921966051796	19	PLA2G2A,PLA1A,PLAAT3,PLA2G5,OSBPL10
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	0.561538461538462	0.981918071260934	0.0862865626267245	-0.403672427645166	-0.905336083219133	10	ADCY2,ADCY8
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	0.743016759776536	1	0.0758886900606117	-0.33147872950549	-0.794405002397375	13	ADCY2,ADCY8
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	0.185840707964602	0.610554716166631	0.219250346703755	-0.33815666862032	-1.15255274472291	54	CDH10,CDH18,CDH12,PRDM8,ADAM33,CDH4,AMOT,SNAI1,CADM3,NECTIN4
REACTOME_ADIPOGENESIS	0.0030402066288141	0.0356100724261965	0.431707695803346	0.5236069010097	1.5619085765093	109	ADIPOQ,PLIN1,PCK1,LEP,FABP4,LPL,EBF2,CD36,DIO2,NR2F2,PPARG,TGFB1,ZNF423,SMARCD3,EBF1,HELZ2
REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION	0.0702479338842975	0.344087152516905	0.197822021315103	0.542286574553201	1.40503253627864	37	IL6,GNGT2,PRKAR2B,ADCY3,GNG11,GNG10,GNG2,GNAI2,ADCY4,ADCY5,ADCY1,PRKACB,ADCY6,GNAS,PRKACA,GNB5,PRKAR1B
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1	0.237536656891496	0.681969622733954	0.103958471559957	0.522321543981073	1.20807073492518	21	GNGT2,GNG11,GNG10,GNG2,GNA14,GNAQ,GNB5,GNG3,GNB1,GNB3
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12	0.104229607250755	0.433324941255455	0.16823816568964	0.630596581009986	1.38471519345375	17	GNGT2,P2RY12,GNG11,GNG10,GNG2,GNAI2,GNB5,GNG3,GNB1,GNB3
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION	0.148414985590778	0.535965108822461	0.135002033828631	0.556168297349909	1.32202342367022	24	GNGT2,ADRA2A,CACNA1C,GNG11,GNG10,GNG2,GNAI2,ADCY5,ADCY6,GNB5
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING	0.0568356374807988	0.299053139400922	0.234392647294686	0.720165662185503	1.50779991977641	12	SAA1,S100B,CAPZA2,DDOST,AGER,CAPZA1
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	0.110938521153329	0.447407748483633	0.287805130535564	-0.264131028771675	-1.12617221558987	244	PM20D1,PKLR,GPT,IDH3A,ACAT1,RPS27A,ETFDH,COX6C,SLC25A4,L2HGDH,ACAD9,MPC1,COX7C,UQCRB,COX11,COX7B,ME1,NDUFA4,PET100,LYRM7,ATP5PO,SLC25A27,COX6A1,NDUFS4,RMND5A,NDUFA5,ATP5MJ,ECSIT,COX5B,NDUFC1,PDK3,ATP5ME,NDUFC2,NDUFS5,COX7A2,GSTZ1,ATP5PD,SDHAF4,COA5,ATP5MG,TMEM177,ETFA,ATP5F1A,HIGD1C,PDK2,GID4,UQCRC1,PDK1,RMND5B,UBA52,ADHFE1,SDHAF3,MPC2,PDHA1,TTC19,SLC25A18,NDUFB4,NDUFB8,TRAP1,CYC1,IDH3B,NDUFA10,COX6B1,ATP5MC2,UQCRQ,NUBPL,SLC25A11,NDUFB9,COX4I1,ATP5MC1,NDUFB1,COX16,NDUFS3,PET117,COX19,UQCC3,GID8,SLC25A14,NDUFV1,SFXN4,COX20,SLC25A13,DMAC2L,NFS1,NDUFA7,KGD4,COX8A,NDUFV3,GLO1,UQCRHL,UQCRH,NDUFB3,ATP5PB,ATP5MC3,ATP5MK,D2HGDH,TIMM21,CSKMT,OXA1L,SLC25A12,MKLN1,ATP5F1D,ATP5F1C,NDUFB7,RANBP9,FH,ISCA2,MDH2,NDUFB6,WDR26,DMAC2,UQCRFS1,HAGH,TMEM223,PYURF,NDUFA1,NDUFA12,NDUFV2,UQCRC2,PDHX,NDUFAF7,ETFB,NDUFAF6,COX5A,NDUFA6,CS,COX15,NDUFS8,SUCLG2,ATP5F1B,UQCC5,NDUFB10,UCP3,SDHAF1
REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION	0.866261398176292	1	0.0396787203613389	0.317231588168552	0.686333454199466	15	GGT5,DPEP1,DPEP2
REACTOME_AGGREPHAGY	0.134751773049645	0.500029306605709	0.231126709673834	-0.398779354417643	-1.2675339723914	39	CFTR,TUBB4A,TUBA4A,TUBAL3,TUBB4B,TUBA4B,RPS27A,DYNLL1,DYNC1LI1,PRKN,DYNC1I1,TUBB1
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	0.435779816513761	0.875465395212479	0.0723570851036907	0.485571006955132	1.03714592614453	14	CDKN1A,CASP9,MDM2,AKT1,AKT3
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS	0.612820512820513	1	0.0815265143256594	-0.386886845634302	-0.867690229721239	10	FOXO6,FOXO4,RPS6KB2
REACTOME_ALK_MUTANTS_BIND_TKIS	0.591397849462366	0.99957995547528	0.0577308549299813	0.427857295388046	0.895798327434938	12	FN1,HIP1,CLTC,PRKAR1A
REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM	0.0782122905027933	0.37095758911008	0.271288554688953	-0.617720344003057	-1.4803970441504	13	FADS2,ELOVL3,FADS1,ELOVL1,ACSL1
REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY	0.52755905511811	0.957711653967782	0.0911073131586733	-0.414541467883683	-0.939107067912244	11	RPS27A,TIFA,UBA52,TAB3
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	0.310791366906475	0.775251798561151	0.0870515867946735	0.473313121884897	1.12758381252081	25	HTR2A,ADRA1D,HRH2,ADRA2A,HTR1F,HRH1
REACTOME_AMINO_ACIDS_REGULATE_MTORC1	1	1	0.0251307059474849	0.150535755905335	0.411518231439522	52	SESN2,TCIRG1,CASTOR2,SH3BP4,ATP6V0D1,ATP6V0E1,SEC13,FNIP2,RRAGC,SESN1,ATP6V1C1,LAMTOR1,RPTOR,LAMTOR2,ATP6V1B2,RRAGA
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	0.258840169731259	0.709890123358438	0.0965629554309422	0.477954566403466	1.17153049805076	29	SLC7A10,SLC7A7,SLC6A6,SLC43A2,SLC6A12,SLC1A5,SLC7A6,SLC7A11,SLC36A1,SLC38A5,SLC7A5,SLC7A8,SLC7A1,SLC38A4,SLC36A2,SLC7A2
REACTOME_AMYLOID_FIBER_FORMATION	0.0847058823529412	0.380329411764706	0.16440575583821	0.442447898262972	1.30743545633466	97	LTF,SAA1,LYZ,HSPG2,H4C9,UBE2L6,SNCAIP,TSPAN15,B2M,H2AC4,TSPAN33,CST3,H3C3,MFGE8,H4C12,H4C11,H2BC15,H2BC12L,H4C1,H2BC7,H2AX,H3C12,H3C4,NPPA,H2AC18,H3C1,BACE1,H3C14,H3C15,H2BC17,H2AC19,H3C11,UBB,H2BC3,H3C8,H3C13,H3C7,PSENEN,H2AC14,H2AC7,H3C10,ADAM10,H4C14,H4C15,SORL1
REACTOME_ANCHORING_FIBRIL_FORMATION	0.000433273826784573	0.00663204368953204	0.49849310876659	0.851980860897205	1.84326841645015	15	COL4A4,COL4A1,COL1A1,COL4A2,COL4A3,COL1A2,TLL2,BMP1
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE	0.914473684210526	1	0.11378726182188	-0.211617052318654	-0.796182476288899	97	TUBB4A,TUBA4A,TUBB4B,CEP70,CC2D2A,TCTN2,RAB3IP,CEP72,RAB11A,DYNLL1,B9D1,CSNK1E,AKAP9,MKS1,MARK4,HAUS4,IQCB1,CENPJ,OFD1,HAUS3,CEP76,DCTN3,AHI1,CEP97,ALMS1,CEP250,HAUS5,CEP152,PCM1,PAFAH1B1,CEP131,CEP63,TMEM67,CDK5RAP2,CEP57,NPHP4,TTBK2,CLASP1,SFI1,CEP43,HAUS1
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	1.32687855408677e-26	9.9294745130827e-25	1.33449749081658	0.930497400019716	2.59796103202282	61	IGKV4-1,IGKV3-11,IGKV1-5,IGHV3-23,IGKV3-20,IGHM,IGHV3-7,IGLV2-11,IGKV2-28,IGHV3-30,IGLC2,IGHV3-33,IGKV2D-28,IGKV3D-20,IGLC3,IGHV3-48,IGKV1-33,IGHV4-59,IGKV3-15,IGLV2-14,IGKV1-12,IGKV1D-39,IGKV1-39,IGKV1D-33,IGHV3-11,IGLV2-23,IGLV1-40,IGLV2-8,IGLV1-44,IGLV3-1,IGLV3-21,IGLV3-19,CD22
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	0.0059486128241667	0.0593539368455744	0.407017918923954	0.667468527104138	1.63605453521586	29	SEC24D,HLA-B,HLA-F,HLA-A,TAP2,B2M,TAPBP,HLA-C,TAP1,ERAP2,HSPA5,CALR,SEC23A,HLA-G,PDIA3,SEC31A,SEC13,HLA-E
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	4.7255071770761e-07	1.17875151250398e-05	0.674962860011025	0.668322448290412	1.97015801320662	95	FCGR1A,FCGR1BP,CYBB,CD14,S100A9,MRC1,CD36,S100A8,LY96,CTSS,TLR4,NCF4,CYBA,NCF1,CTSL,TLR2,TLR1,PSMB9,HLA-B,MYD88,PSMB10,NCF2,HLA-F,TLR6,HLA-A,TAP2,B2M,TAPBP,PSMB8,HLA-C,TAP1,BTK,PSME2,SEC61A1,CALR
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	1	1	0.231126709673834	-0.108000533482126	-0.460890600112588	286	UBE2U,ASB4,FBXO40,ASB11,TRIM9,LONRF1,GAN,ZBTB16,LNX1,FBXO2,KLHL13,FBXO15,BLMH,KBTBD13,RPS27A,SPSB4,CDC34,FBXL16,HERC3,FBXO44,FBXL13,FBXW7,UBA3,CCNF,FBXL3,ASB3,PRKN,FBXO27,FBXO21,ASB14,PSMB7,TRAIP,DET1,RNF7,FBXO22,RNF217,UBAC1,FBXW4,UBA52,UFL1,LNPEP,SIAH1,LRSAM1,HECTD1,CUL3,SEM1,CUL5,BTRC,KLHL41,MKRN1,KBTBD7,BTBD6,TRIM36,PSMD6,PSMC6,KLHL11,SIAH2,PSMB4,STUB1,ASB8,FBXO9,PSMC3,ANAPC4,PSMD14,FBXL14,FZR1,RBBP6,RNF126,NPEPPS,PJA1,UBE3A,SKP1,PSMD3,PSMC2,UBA5,PSMB6,FBXL4,UBE2M,UBE2K,CDC26,FBXW10,RBX1
REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION	0.252238805970149	0.701995189342543	0.101350743797099	0.536212242756362	1.20574802341378	19	PSMB9,PSMB10,PSMB8,PSME2
REACTOME_ANTIMICROBIAL_PEPTIDES	0.0180877616351526	0.137650931765822	0.352487857583619	0.614020501200603	1.58750719780872	36	LTF,PLA2G2A,S100A9,LYZ,GNLY,RNASE6,S100A8,CD4,PI3,CCR2,SLC11A1,TLR2,TLR1,S100A7
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	0.153333333333333	0.546402116402116	0.114266502484433	0.389013297579676	1.19820287423284	147	OAS2,ISG15,OASL,MX1,STAT1,OAS3,MX2,TUBB3,OAS1,UBE2L6,SPHK1,HERC5,KPNA7,STAT3,USP18,IFIT1,NUP210,KPNA2,EIF2AK2,FLNA,ADAR,UBA7,RIGI,TUBB6,FAAP24,SEC13,TUBA1B,PPP2R1B,EIF4A3,DNAJC3,NUP62,UBB,EIF4G3,FAAP100,PTPN2,TRIM25,HSPA8,TP53
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION	8.04413786598557e-31	9.8504124595296e-29	1.43902565267782	0.882157541698511	2.62647515501283	105	IGKV4-1,IGHG2,IGKV3-11,IGHG4,IGHG1,IGKV1-5,IGHV3-23,IGKV3-20,IGHV3-7,IGLV2-11,IGKV2-28,IGHV3-30,IGLC2,IGHV3-33,IGKV2D-28,IGKV3D-20,IGLC3,IGHV3-48,IGKV1-33,IGHV4-59,IGKV3-15,IGLV2-14,IGKV1-12,IGKV1D-39,IGKV1-39,IGKV1D-33,IGHV3-11,IGLV2-23,IGLV1-40,IGLV2-8,IGLV1-44,IGLV3-1,IGLV3-21,IGLV3-19,IL6,FCGR3A,FCGR1A,CD163,IL10,FCGR2A,GGT5,IGLV1-51,GNGT2,HCK,LYN,CD247,FGR,CD3G,PRKAR2B
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	0.993464052287582	1	0.069119845655101	-0.165955219072165	-0.483728081916477	26	RPS27A,UBA52,ANAPC16,ANAPC4,CDC26,ANAPC2,CDC20,ANAPC5,ANAPC15,ANAPC10,MAD2L1,BUB3,CDC16,CDC23,UBE2E1,ANAPC1,NEK2,ANAPC7,BUB1B,UBC,UBE2C,CDC27,ANAPC11,UBE2S,UBB,UBE2D1
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	0.996753246753247	1	0.0686325631836726	-0.165941853909962	-0.469029618341641	24	RPS27A,UBA52,ANAPC16,ANAPC4,CDC26,ANAPC2,CDC20,ANAPC5,ANAPC15,ANAPC10,CDK1,CDC16,CDC23,UBE2E1,ANAPC1,ANAPC7,UBC,CCNB1,UBE2C,CDC27,ANAPC11,UBE2S,UBB,UBE2D1
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	0.99873417721519	1	0.0236501012290726	0.178476566807179	0.498308932066273	61	RB1,UBE2D1,PLK1,UBB,UBE2S,AURKA,ANAPC11,CDC27,UBE2C,PSMD2,PSMB2,PSMA7,SKP2,UBC,PSMC4,ANAPC7,PSMC5,PSMD1,AURKB,PSMD13,PSMB3,PSMD11,PSMB5,PSMA5,PSMA1,ANAPC1,UBE2E1,CDC23,CDC16,PSMA3,PSMA4,PSMA2,ANAPC10,ANAPC15,PSMD7,PSMA6,ANAPC5,PSMB1,ADRM1,CDC20,PSMC1,PSMD8,PSMD12,ANAPC2,CDC26,PSMB6,PSMC2,PSMD3,FZR1,PSMD14,ANAPC4,PSMC3,PTTG1,PSMB4,PSMC6,PSMD6,SEM1,ANAPC16,UBA52,PSMB7
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS	1	1	0.0216519363667421	0.187630370775283	0.537338302363801	74	RB1,UBE2D1,FBXO5,PLK1,UBB,UBE2S,AURKA,ANAPC11,CDC27,UBE2C,PSMD2,PSMB2,CCNB1,PSMA7,SKP2,UBC,PSMC4,BUB1B,ANAPC7,PSMC5,CCNA2,PSMD1,AURKB,PSMD13,PSMB3,PSMD11,PSMB5,NEK2,PSMA5,PSMA1,ANAPC1,UBE2E1,CDC23,CDC16,PSMA3,CDK1,CUL1,PSMA4,BUB3,PSMA2,MAD2L1,ANAPC10,ANAPC15,PSMD7,PSMA6,ANAPC5,PSMB1,ADRM1,CDK2,CDC20,PSMC1,PSMD8,PSMD12,ANAPC2,CDC26,PSMB6,PSMC2,PSMD3,SKP1,FZR1,PSMD14,ANAPC4,PSMC3,PTTG1,PSMB4,PSMC6,PSMD6,BTRC,SEM1,ANAPC16,CDC14A,UBA52
