X	logFC	AveExpr	t	P.Value	adj.P.Val	B	SYMBOL	significance	delabel
A_23_P100602	-0.0825650750941591	8.22673856589474	-1.51851602325749	0.131629135264515	0.339431733392309	-5.5947200056338	TBCD	Not_significant	NA
A_23_P10062	0.0423930038227893	1.92493864072381	0.287263831540231	0.774471205855509	0.898226252787038	-6.65048721916438	MGAT4C	Not_significant	NA
A_23_P100632	0.108820511629878	11.4559072026316	2.1917410836918	0.0304138278244341	0.124232303271777	-4.39028609050325	HN1	Not_significant	NA
A_23_P100642	-0.238084389368183	4.5269234096579	-1.84735920032349	0.0672656441824998	0.21700569314762	-5.05783066045874	PNMT	Not_significant	NA
A_23_P100654	-0.0671285611324723	10.0984504518947	-1.79118319247464	0.0758946369333437	0.235904215499503	-5.15659259186132	ZBTB4	Not_significant	NA
A_23_P100660	0.439307172616887	12.7101440512281	4.63164711645812	9.61965910206297e-06	0.000188681394810701	3.03928487947127	SERPINF1	Not_significant	NA
A_23_P100676	0.0891034463162326	7.58880000781578	1.444218500057	0.151396833241097	0.37182962586995	-5.70210633336464	SMG6	Not_significant	NA
A_23_P100704	-0.0552509795993572	9.48572396400878	-1.03588238146507	0.30243061220796	0.559570552076414	-6.19880711186327	MAPK7	Not_significant	NA
A_23_P100711	0.0953608499610468	13.5978079260526	1.38646226590072	0.168288172296346	0.39661702766606	-5.78199647687865	PMP22	Not_significant	NA
A_23_P100730	-0.287474298753249	7.05675486092983	-2.91247326205791	0.00430871065907294	0.0281246042530818	-2.662037986589	SKAP1	Not_significant	NA
A_23_P100764	0.00361722797077846	10.4526694447807	0.069406297265551	0.94478677471677	0.977435075513502	-6.72752478612513	SLC25A39	Not_significant	NA
A_23_P10077	0.10929992330974	8.50200149470176	1.40722596908136	0.162057756831099	0.387403908283842	-5.75363787965049	PNPLA2	Not_significant	NA
A_23_P100795	0.199047293568831	7.39331239991228	2.07795219317964	0.0399394964107257	0.151078450427413	-4.62254710626195	STAT3	Not_significant	NA
A_23_P10081	0.0752740188201315	5.57946601877193	0.790257648159455	0.431004084640085	0.683423539780579	-6.42020881878762	ARL13B	Not_significant	NA
A_23_P100868	0.0464076485467544	8.55981041672807	0.71581328253775	0.475557770363467	0.717289728570658	-6.47568654543993	MYO19	Not_significant	NA
A_23_P100883	-0.0329029092337674	10.0380858788333	-0.998003749828109	0.320373121811936	0.578066789205084	-6.23677264355279	SUZ12	Not_significant	NA
A_23_P100912	-0.0280375895720795	5.11735108861404	-0.320186228134706	0.74940825657816	0.886559210107184	-6.67896116889179	GIT1	Not_significant	NA
A_23_P100963	0.23668909136364	6.22711690261404	2.91584693131867	0.004265612240652	0.0278971693027033	-2.65294168710756	SPNS3	Not_significant	NA
A_23_P101013	0.186348893837663	7.74421299546492	2.50715981999024	0.0135671019133104	0.0681127365997331	-3.68760782010192	TMC6	Not_significant	NA
A_23_P101038	0.248477864066245	6.39896300602299	0.279699221389216	0.780364752859091	0.901060632730386	-6.54206478061898	KRTAP9-3	Not_significant	NA
A_23_P101048	0.517349140635994	5.23195792859813	0.793367591468809	0.429303491379615	0.682001105442212	-6.385386930911	KRTAP3-2	Not_significant	NA
A_23_P101054	0.262690040733118	7.012345996	0.505982847780421	0.61383737450665	0.812101366817042	-6.60274732372534	KRT34	Not_significant	NA
A_23_P101073	0.258626493033822	3.3959623662963	1.89270282573122	0.0610503388617041	0.202914316029129	-4.94387778727713	OR1E1	Not_significant	NA
A_23_P101084	0.0882552511219261	2.67731162722124	0.571746491687769	0.568619501106078	0.783562133550578	-6.5606244249693	SPATA22	Not_significant	NA
A_23_P101093	0.403044924203247	9.94395210045614	5.68206713863868	1.02051636709395e-07	3.94257143805993e-06	7.39429381652599	COPZ2	Not_significant	NA
A_23_P101111	0.0317360596396092	8.61953114209649	0.540652972608174	0.58979256536407	0.79751410242191	-6.58474554769146	CTDP1	Not_significant	NA
A_23_P101131	0.579872267028573	4.86963223785088	2.49911934921674	0.0138621931389358	0.069098801855927	-3.70657644104848	GRP	Not_significant	NA
A_23_P101185	0.0261423331311654	10.7239737927719	0.705285696247984	0.482058750981772	0.722305049996931	-6.48309344963184	NARS	Not_significant	NA
A_23_P101208	-0.0052194364675362	12.5271732510526	-0.0448716126987322	0.964287477186556	0.985634170819653	-6.7289190429666	CYB5A	Not_significant	NA
A_23_P10121	0.640354759805193	10.1972371360175	3.64534450481299	0.000402386152663446	0.00411630158873281	-0.48133537362972	SFRP1	Upregulated	SFRP1
A_23_P101237	-0.100035100692859	9.30777419242106	-2.76140052420329	0.00670149680618851	0.0397169327220766	-3.06001158549684	C18orf21	Not_significant	NA
A_23_P101246	-0.456415230455198	9.87707650027193	-5.47313023806932	2.62450884117452e-07	8.97045150207934e-06	6.4855340155204	VSIG10L	Not_significant	NA
A_23_P101281	0.0293701122207821	9.24105253557018	0.608358126526621	0.544149827903098	0.766064972369166	-6.5461717467238	ZNF587	Not_significant	NA
A_23_P101297	-0.0499438427993493	7.5328832112193	-0.308998263286203	0.757882025489527	0.891178317164125	-6.68245871311305	EML2	Not_significant	NA
A_23_P101319	0.421791976994154	3.57195023907018	2.22956629066789	0.0277187603260848	0.11617159329243	-4.31055836536055	ZNF285	Not_significant	NA
A_23_P101332	0.101407192903897	10.2230772222719	1.63344732331923	0.105110217452033	0.293903571989018	-5.41843784301491	KRI1	Not_significant	NA
A_23_P101342	-0.0503382979480573	6.33925233389474	-0.693383978502929	0.489466866471068	0.727679270859244	-6.49133613386476	ATG4D	Not_significant	NA
A_23_P10135	-0.00970007660389527	8.46177808442982	-0.184032921578007	0.854311783707588	0.937031680238735	-6.7130804245608	NKIRAS2	Not_significant	NA
A_23_P101351	0.0130301605597385	8.68065525773684	0.32164274042624	0.748307319702752	0.885889583483374	-6.67849670460725	ZNF426	Not_significant	NA
A_23_P101374	0.0516496218207783	5.64050703920176	0.506223786130648	0.613668773472557	0.8120688215153	-6.60262631732982	CYP2S1	Not_significant	NA
A_23_P101380	-0.0870408612298696	7.75413488091228	-1.42285613820123	0.157485246354773	0.380614632360101	-5.73202203626924	B3GNT8	Not_significant	NA
A_23_P101392	-0.34521804234935	6.38638532794737	-1.74587972392734	0.0835027637636547	0.251368902023474	-5.23413958174654	TMEM38A	Not_significant	NA
A_23_P1014	0.0327236450344133	7.68654616677193	0.361916480050018	0.718078689657075	0.869484985455221	-6.66482059708088	LINC00467	Not_significant	NA
A_23_P101407	0.574918960649347	11.9951247580702	4.7133283085798	6.88726174051956e-06	0.000142681445332997	3.35745427086616	C3	Upregulated	C3
A_23_P101434	0.80264888976104	3.40628301261403	5.37086677841594	4.13874301190703e-07	1.32785856839065e-05	6.04791885185818	NLRP12	Upregulated	NLRP12
A_23_P101461	-0.0346901418051928	11.8162875848246	-0.704430793255784	0.482588810505959	0.722593285227276	-6.48369015923826	CCDC130	Not_significant	NA
A_23_P101476	0.048638670465583	6.43034535126316	0.737483757280234	0.462330499274019	0.707618303506339	-6.46009756025721	ZNF442	Not_significant	NA
A_23_P101480	-0.0606600021181842	6.81904876859649	-0.639672260344203	0.523658118086166	0.752485695989937	-6.52680356194992	MAST1	Not_significant	NA
A_23_P101505	-0.077251508240261	12.9392367663158	-1.22525841189123	0.222981737361092	0.470435031767612	-5.98825300630972	KLK11	Not_significant	NA
A_23_P101516	0.128177837282467	5.54919083499123	1.50279569283982	0.135633204275952	0.345830716300877	-5.61787339970328	KCNC3	Not_significant	NA
A_23_P101521	-0.150424614346755	3.02837184855263	-1.29785605210791	0.196934266029931	0.436836291853357	-5.89842459601912	IZUMO2	Not_significant	NA
A_23_P101532	-0.00227215253894641	16.0254891792983	-0.0707956494162084	0.94368337773822	0.976850754936426	-6.72742792251389	RPS11	Not_significant	NA
A_23_P101551	0.0282930302337636	9.63147217771053	0.197896372816173	0.843475573926411	0.93175046198778	-6.71044817172749	BCAT2	Not_significant	NA
A_23_P10156	0.0424241589019498	7.80183951897369	0.813695349179602	0.417501293161773	0.672250285723949	-6.40161952823424	CHMP6	Not_significant	NA
A_23_P101564	-0.0797719881071433	2.56273601497895	-0.532094107517946	0.595890302687081	0.800753220940083	-6.49074802969597	FGF21	Not_significant	NA
A_23_P101615	-0.079587070718186	7.20963905986842	-1.43461000810709	0.154112459960221	0.375554286286932	-5.71561519542568	ZNF565	Not_significant	NA
A_23_P101623	-0.0627615693896129	5.25186800955263	-0.718652608632551	0.473812811024889	0.716113912367587	-6.47367025634805	ZNF667	Not_significant	NA
A_23_P101642	-0.0459488095006497	3.93503194211404	-0.402265843808124	0.688235190009643	0.853332423062421	-6.64950667444673	PTPRH	Not_significant	NA
A_23_P101655	0.0519192294376669	9.86981827769298	0.946101512433077	0.346080744770375	0.605079624236793	-6.28653630310954	ACTN4	Not_significant	NA
A_23_P101683	0.359721152325429	3.61638408321239	1.48908300454787	0.139227157830092	0.351823661463647	-5.63522669622268	CLC	Not_significant	NA
A_23_P101699	0.00793163330259716	6.77075143860526	0.137370926366057	0.890977863339553	0.953296622136051	-6.72053677817644	HDGFRP2	Not_significant	NA
A_23_P101707	0.165564091994154	9.14162759622807	2.42035028298106	0.0170709446742844	0.0805085181650164	-3.88950924698687	PLIN3	Not_significant	NA
A_23_P101737	0.0534543281642836	7.05123827333334	0.812455609651156	0.418209138295155	0.672809177617755	-6.40261626327351	DOT1L	Not_significant	NA
A_23_P101742	0.0686182341948065	10.3319506650439	1.39494613086732	0.165720815305774	0.392962607170626	-5.77045861576916	MRPL54	Not_significant	NA
A_23_P101774	0.119190485530811	2.93869753643636	1.29131766060076	0.199276557061717	0.439659645303431	-5.8875400793012	SLC5A5	Not_significant	NA
A_23_P101796	0.256655185894155	5.9094210340614	3.22127358077096	0.00165999476083437	0.013093436568913	-1.79248196712167	SYDE1	Not_significant	NA
A_23_P101811	0.00747421181298424	7.01570270357894	0.136019264727638	0.892043897996323	0.953983056126944	-6.72072051341419	ZNF14	Not_significant	NA
A_23_P10182	-0.255585206851949	8.9033926915	-1.6283635178734	0.106184748795028	0.295431982394693	-5.42649512566405	ACOX2	Not_significant	NA
A_23_P101829	-0.070035513582468	6.52245281034211	-0.972278984861594	0.3329526469818	0.591467665967732	-6.26176406870004	LPAR2	Not_significant	NA
A_23_P101871	-0.00769634281363718	6.81833987907895	-0.109933526282488	0.912653729726323	0.963316175479596	-6.72391065105158	FBXO17	Not_significant	NA
A_23_P101905	0.349713565024026	4.5870618307807	2.72005390404313	0.00754061329591533	0.0435384575608764	-3.16570994456066	APC2	Not_significant	NA
A_23_P10194	0.0373821951389584	7.93829199728947	0.358928771210802	0.720306592830328	0.870290197506025	-6.66589038126834	SEZ6L2	Not_significant	NA
A_23_P101950	-0.000922486019481639	12.957699992807	-0.0189747235444073	0.98489415553079	0.995034829516669	-6.72974127071646	MDH1	Not_significant	NA
A_23_P101960	0.0278930786558504	11.6058460037719	0.509467188160545	0.611401160732581	0.810507662652421	-6.6009918026324	ZFP36L2	Not_significant	NA
A_23_P101972	-0.109978998747403	5.2571454790614	-0.446735385256443	0.65590638916585	0.836388893883282	-6.63076136624401	CAPN13	Not_significant	NA
A_23_P101992	-0.890490805486358	8.55898235552631	-3.90802327648536	0.000157653422526892	0.00192910210203395	0.394842277019155	MARCO	Downregulated	MARCO
A_23_P102000	0.683798581628576	8.77931898955263	5.11618439655041	1.26070656017716e-06	3.41170338589392e-05	4.97968299573203	CXCR4	Upregulated	CXCR4
A_23_P102017	0.189794572004546	2.88167997096491	1.48857166129532	0.139337711984177	0.351978662395253	-5.63862344563924	ERMN	Not_significant	NA
A_23_P102037	-0.0163067966370143	6.6785973917193	-0.317968575216361	0.751085511558709	0.887722858744504	-6.67966431077889	COQ10B	Not_significant	NA
A_23_P102058	1.40477570482115	3.51619042099048	5.62683676883435	1.51051087657854e-07	5.54781935384678e-06	7.05241818412098	MATN3	Upregulated	MATN3
A_23_P10206	-0.275371883386362	5.45487842431579	-2.65868272997412	0.0089627978147755	0.0497402425191296	-3.3200149459718	HAS2	Not_significant	NA
A_23_P102060	-0.155296809512988	12.3744574351754	-3.08051929319687	0.00258559946531813	0.0187131926160453	-2.19802067943325	SSFA2	Not_significant	NA
A_23_P102109	-0.142396178162329	13.1912211868421	-2.06660215096507	0.0410172696532464	0.153819412834015	-4.64508625905286	TUBA4A	Not_significant	NA
A_23_P102117	-0.46332937501169	6.66365422702631	-4.23127024961741	4.69327135740851e-05	0.000701087133064826	1.53600566023948	WNT10A	Not_significant	NA
A_23_P102122	0.062068663220785	13.7453421457018	1.94671083423747	0.0540084394481975	0.186565017840757	-4.87614915936793	ARPC2	Not_significant	NA
A_23_P102172	0.0917940501025956	3.6460066610614	0.653631668134664	0.514654123174825	0.746543219751836	-6.51785852959158	CPO	Not_significant	NA
A_23_P102202	-0.0708821250714298	10.412738758114	-1.58948887827871	0.114695897030988	0.310358166355032	-5.48731405366677	MSH6	Not_significant	NA
A_23_P102235	0.0399877665000066	11.1026095342105	0.882175570578692	0.379522327145819	0.63772737506334	-6.34423147495985	SNRPG	Not_significant	NA
A_23_P102242	-0.0882608832201326	7.69236393980702	-1.90190744604823	0.0596852742569872	0.199704318081944	-4.95918508348603	MARCH7	Not_significant	NA
A_23_P102258	0.0641570832922103	11.6903739814035	1.26959190874049	0.206793520871373	0.449311901798641	-5.93399450581562	MRPL53	Not_significant	NA
A_23_P102262	-0.023237567494153	10.3028288302281	-0.590968200920571	0.555701600791898	0.774822823338183	-6.55651061138834	MRPL19	Not_significant	NA
A_23_P10232	0.200658678897406	5.42630988254386	2.02584528448509	0.0450955979884325	0.164571023330033	-4.72507729841242	BANK1	Not_significant	NA
A_23_P102320	-0.171781113851301	8.87641646571052	-3.70286803285902	0.000328976902038471	0.0034955541711064	-0.293525863383495	NUP35	Not_significant	NA
A_23_P102331	0.121564869456491	6.18235383116666	0.986928871962299	0.325749697500311	0.583706946278947	-6.24761044674767	SCN7A	Not_significant	NA
A_23_P102351	0.223160631109874	3.59067854390178	1.99531458621318	0.0484151991989082	0.173055297902274	-4.77516732758225	CHST10	Not_significant	NA
A_23_P102364	-0.339114744987011	11.1669660450877	-4.34458376491703	3.02446808081001e-05	0.000489666627025478	1.95169838803632	NGEF	Not_significant	NA
A_23_P102391	0.481292840087663	10.2700500741228	5.18949556145279	9.17706065924606e-07	2.63360954922974e-05	5.28393172610348	SLC40A1	Not_significant	NA
A_23_P102404	0.0419113908571358	11.9614275045614	1.23992569738667	0.217527303452384	0.463712781977154	-5.97050984165371	CCT7	Not_significant	NA
A_23_P102412	0.0920934190058471	7.41087658364035	1.77970374590772	0.0777661016935498	0.239910864889816	-5.17641997345886	PLEKHA3	Not_significant	NA
A_23_P102420	-0.0893956446493487	13.2474175588596	-2.42131779479623	0.0170278277279409	0.0803592968545738	-3.88729428656841	CCT4	Not_significant	NA
A_23_P102462	0.00779632383831697	5.86127534659649	0.0877574943322811	0.930222072979288	0.970967558076108	-6.72609059833161	FBLN7	Not_significant	NA
A_23_P102471	-0.146190785186365	9.0251958077807	-3.06643309983304	0.0027007727491688	0.0193864541085262	-2.23776541512214	MSH2	Not_significant	NA
A_23_P102508	-0.0714678798370132	7.2171987441579	-0.943076256084773	0.347619176198683	0.606581434492868	-6.28935626994043	SLC5A6	Not_significant	NA
A_23_P102517	0.0551773426564974	7.61578526832456	1.21200813976291	0.227993865305622	0.476842904222309	-6.00410519428052	PDE6D	Not_significant	NA
A_23_P102542	-0.16189672222338	9.86373444637719	-3.5012293917119	0.000660202589156121	0.00618035237957012	-0.94159199594613	AFTPH	Not_significant	NA
A_23_P102571	-0.0324309972727281	13.4317012170175	-0.816314437048786	0.416008245270511	0.670925256569726	-6.39950887576043	SLC2A4RG	Not_significant	NA
A_23_P102582	-0.00713904512338459	11.5197443792105	-0.152834441733643	0.878796708308749	0.948313288306776	-6.71830554010554	C20orf24	Not_significant	NA
A_23_P102607	-0.11863748835065	5.88854908107017	-1.84766621075279	0.0672208320646895	0.216886105897925	-5.05728301540824	CHD6	Not_significant	NA
A_23_P102611	-0.643527507636362	13.5945266840351	-4.60587381426328	1.06813774667618e-05	0.000205618351523389	2.93967526847943	WISP2	Downregulated	WISP2
A_23_P102681	1.62652041602056	3.76516517520536	7.99067626072651	1.25490154702252e-12	2.3277177106327e-10	18.3530920196803	MGC4294	Upregulated	MGC4294
A_23_P102694	0.202189605579869	3.45617906667544	2.21737445087415	0.0285637171949104	0.118682859355028	-4.3363928740767	DEFB129	Not_significant	NA
A_23_P102706	0.221697756827922	5.46216092194737	2.04597988156551	0.043039462641436	0.158952044979428	-4.68574527801965	SNPH	Not_significant	NA
A_23_P102731	-0.0508300883655828	8.44555524775439	-0.482206643870711	0.630575784938392	0.821822956602272	-6.61440632428382	SMOX	Not_significant	NA
A_23_P102770	-0.0623610308253273	10.3076695140351	-1.44130910253057	0.15221518348697	0.372902569254487	-5.70620591738432	NAA20	Not_significant	NA
A_23_P102832	0.0604964451110348	8.04325506141228	0.805028135906427	0.422464919597142	0.67654773773564	-6.40855639646583	CEP250	Not_significant	NA
A_23_P102842	-0.0500179507227276	9.62502512176316	-1.43589749531776	0.153746419206682	0.375182957382075	-5.71381012378963	NFS1	Not_significant	NA
A_23_P102864	-0.217409919691667	2.09518386361	-0.798038314021827	0.426720902017836	0.679753415989012	-6.35606109877553	TMPRSS15	Not_significant	NA
A_23_P102876	0.00828307212987234	11.5732575546491	0.193170625889907	0.847166138686008	0.933369785528399	-6.71136690258399	CCT8	Not_significant	NA
A_23_P102890	0.202850342805192	12.3981314289474	2.08180715790947	0.0395790178998868	0.150097790566086	-4.61486581199612	MRPS6	Not_significant	NA
A_23_P1029	0.591857211056495	8.31287464339474	5.80794012400855	5.72682658072779e-08	2.41934669230173e-06	7.95087275220104	MFAP2	Upregulated	MFAP2
A_23_P10291	0.033843437937664	3.89934522647368	0.337356001580858	0.736463583814665	0.878930014873448	-6.67335214539109	CTSE	Not_significant	NA
A_23_P102919	0.0258625400237076	2.11754862548936	0.139895053136075	0.889039122971289	0.952860245486658	-6.62871911367594	B3GALT5	Not_significant	NA
A_23_P102925	-0.0707215730448052	9.02187853535088	-1.50174061643292	0.13590531541292	0.346335363424664	-5.61941905977602	PWP2	Not_significant	NA
A_23_P102937	0.198889632573374	10.2285560473246	5.0471756468134	1.69595784287425e-06	4.42196510034047e-05	4.69575867179999	SUMO3	Not_significant	NA
A_23_P102950	-0.378078337977924	7.8185079599386	-4.73705481103483	6.24608424644518e-06	0.000131439950156787	3.45057572365582	RSPH1	Not_significant	NA
A_23_P102965	-0.180998586787663	8.81039366804386	-4.31388410049164	3.40930817612037e-05	0.000538586084066303	1.83829663463556	BCL2L13	Not_significant	NA
A_23_P102988	-0.0189826232785713	4.3746553555	-0.210106297942977	0.833956550958122	0.927284201500041	-6.70797172148156	TXNRD2	Not_significant	NA
A_23_P103011	0.105034360605192	7.31397570223684	1.61994089007318	0.107984388379675	0.298867068589558	-5.43979132481996	RAB36	Not_significant	NA
A_23_P10305	-0.0949023328824694	5.07542283077193	-1.47336914368713	0.143383800936822	0.358574721467808	-5.66059106891003	CTPS2	Not_significant	NA
A_23_P103070	0.259712971596105	9.79832410811403	4.13452702500005	6.78928460908541e-05	0.000941391448593432	1.18742996400257	YWHAH	Not_significant	NA
A_23_P103099	-0.075319901362338	7.43318336885087	-1.40697181504073	0.162132938066868	0.387499430217904	-5.75398745896873	RBFOX2	Not_significant	NA
A_23_P103104	0.344150697540259	7.52090764879824	4.60920299059462	1.05381134198655e-05	0.000203279627256896	2.9525206603973	MFNG	Not_significant	NA
A_23_P103110	0.0099851982194803	8.08147260597369	0.165965914012967	0.868475240581202	0.943931820467167	-6.71622417699964	MAFF	Not_significant	NA
A_23_P103131	-0.0123314922688369	9.98415371401754	-0.355210726367677	0.723082461547809	0.871717102101173	-6.66720931427267	SMCR7L	Not_significant	NA
A_23_P103149	0.153748138961037	11.1189628901754	2.94852303730084	0.00386820738174121	0.025802481675444	-2.5643702679094	ACO2	Not_significant	NA
A_23_P103201	-0.0289467395623362	10.3092119988246	-0.588168957562828	0.557572353487934	0.775925078195635	-6.55814700907766	PNRC2	Not_significant	NA
A_23_P103226	0.043587763616233	5.73971439659649	0.481000584278022	0.631430088399	0.822304151241844	-6.61498284403836	FAAH	Not_significant	NA
A_23_P103256	-0.654055892590913	10.9715369292105	-7.18468574967454	7.21511569032969e-11	7.19175001318307e-09	14.4120028948795	CFHR3	Downregulated	CFHR3
A_23_P103276	0.0948855691013	5.71344432497368	1.68904313152245	0.0939211367296337	0.27180154944135	-5.32876311343287	KTI12	Not_significant	NA
A_23_P103282	0.0138813782597413	12.7327602287719	0.395688818012074	0.693067803853424	0.855896177519042	-6.65211289759887	TMEM59	Not_significant	NA
A_23_P103310	-0.525091166953249	9.68821107292105	-1.51760138056628	0.131859528990713	0.339890810555944	-5.59607345964082	S100A7	Not_significant	NA
A_23_P103328	0.372160913700649	7.31236037040351	3.92177668384458	0.000149925675498716	0.00184908333115083	0.44200772832062	PTGER3	Not_significant	NA
A_23_P103349	-0.0412397008147014	2.06022991842342	-0.371851716431363	0.710705941218982	0.865296112592556	-6.64434158895149	OCLM	Not_significant	NA
A_23_P103361	-0.0307829823389598	6.32864653442105	-0.220066032848505	0.826209955294319	0.923520901358139	-6.70584198379876	LCK	Not_significant	NA
A_23_P103371	0.23741441467987	4.91983652742105	1.96276924360478	0.0520880956133322	0.18150478602063	-4.84594717610234	ADC	Not_significant	NA
A_23_P103398	-0.0859400975519495	9.86767321307018	-1.99495010115856	0.0484135043095161	0.173055297902274	-4.78472564873612	PSEN2	Not_significant	NA
A_23_P103414	-0.0127452005000031	11.007533467193	-0.441322057617517	0.659808605090121	0.838311599907879	-6.63314788029006	YTHDF2	Not_significant	NA
A_23_P103433	-0.112943588575972	8.24968123438596	-2.31258384925283	0.0225245313970923	0.0997611638047373	-4.131204880582	OSCP1	Not_significant	NA
