ENTREZID	logFC	AveExpr	t	P.Value	adj.P.Val	B	SYMBOL	significance	delabel
100113407	0.827688367885512	2.39564134884015	2.95548785337494	0.00425573610795374	0.0220094874361248	-2.53449255094635	TMEM170B	Upregulated	TMEM170B
100124516	-0.385442135266783	-1.89231208358897	-1.68929625129341	0.0956299692301477	0.213529931294713	-4.78830566763006	SNORD58C	Not_significant	NA
100125288	0.159028099691771	1.68147565228163	0.876984461831584	0.383506731154598	0.55362974505242	-6.18659847841614	ZGLP1	Not_significant	NA
100125556	-0.371558896035858	-1.27062562988385	-2.30561937356587	0.0241113580632181	0.0799067693117029	-3.71563252502008	FAM86JP	Not_significant	NA
100126321	-0.308399012360425	-2.19628116143672	-1.66749030890769	0.0999026634266011	0.220421668462729	-4.78703155046154	MIR922	Not_significant	NA
100126332	-0.434761378149769	-2.62454795195356	-2.36333743570976	0.0209039111471824	0.0717069368537832	-3.48123497116234	MIR943	Not_significant	NA
100126338	-0.772868993668467	-3.29660690318006	-3.35515952434516	0.00128631812533957	0.00902998239707587	-1.04822859465727	MIR937	Downregulated	MIR937
100126351	0.0395676634724644	-0.189593869799226	0.204155191014507	0.838826950260054	0.90281392352924	-6.30326869641298	MIR939	Not_significant	NA
100126793	0.00565889543132791	1.6342150404116	0.0452591995170947	0.964030081444632	0.979548936555103	-6.57251245377275	GHRLOS	Not_significant	NA
100127955	0.496477436150577	-3.7513199623199	1.45866268849735	0.149148178852691	0.291795268418688	-4.89993005393486	LOC100127955	Not_significant	NA
100127967	-0.871079952146904	-0.220580638096057	-3.38363828940547	0.0011771005442145	0.00845492165156313	-1.1697824409771	KRT73-AS1	Downregulated	KRT73-AS1
100127983	0.44716896030728	-3.03477900948905	1.61305924690939	0.111248919759513	0.238267158625048	-4.75199368608044	C8orf88	Not_significant	NA
100128055	-0.378733755961709	-1.70526929653037	-1.37689533902656	0.172949512478749	0.32342360735432	-5.26465924787921	SMARCA5-AS1	Not_significant	NA
100128059	0.13696701771743	-2.00790854539002	0.546244722918535	0.586641407356484	0.727511263308716	-5.94730736574031	LOC100128059	Not_significant	NA
100128071	-0.00787152557034831	2.7136716997809	-0.0513023279867955	0.959231303124331	0.976895542839872	-6.69306469282007	FAM229A	Not_significant	NA
100128079	-0.349104151480822	-3.25635216120201	-1.29591058911736	0.199279732102444	0.35661479334202	-5.18781656616179	LOC100128079	Not_significant	NA
100128081	-0.655327540652636	-0.771009438259417	-3.27043828218491	0.00167043726764558	0.0109837456855592	-1.42439940102629	JAZF1-AS1	Downregulated	JAZF1-AS1
100128108	0.0660626649011312	-0.837041556781771	0.36443872441764	0.716633362635504	0.822560486050559	-6.18507230838572	UBE2Q2P13	Not_significant	NA
100128191	0.0234348113780837	0.771127324138238	0.213446580159088	0.831601545584795	0.898628746223346	-6.44565096362473	TMPO-AS1	Not_significant	NA
100128239	-0.467784927671294	-2.16108671084731	-2.27824575925247	0.0257795838889809	0.0839972344073371	-3.6976438036349	LINC02731	Not_significant	NA
100128252	0.125446059815544	-0.386514883674498	0.614721604797963	0.540739522880348	0.691917216234859	-6.11232635530855	ZNF667-AS1	Not_significant	NA
100128262	-0.0304023975862822	1.09649743354731	-0.306828608245275	0.759888290570216	0.851235468980973	-6.46539078202948	TNK2-AS1	Not_significant	NA
100128276	0.0837674947176481	0.716734873972117	0.376842430853054	0.707435149191762	0.816413081868937	-6.38906488560042	LOC100128276	Not_significant	NA
100128288	-0.24310405144863	-0.822130769317052	-0.970035160324413	0.335381968016971	0.506630983634775	-5.81819680451218	LOC100128288	Not_significant	NA
100128310	-0.60290474883052	-2.66375741951477	-1.75957104304568	0.0828670266182475	0.192527517957024	-4.60961149775691	LOC100128310	Not_significant	NA
100128327	1.45000929955484	-2.89454954711316	4.7425059432278	1.08386378236147e-05	0.000238347417796933	3.1702426876832	TRAPPC3L	Upregulated	TRAPPC3L
100128340	-0.297380675953034	-0.700834087464464	-1.33522663388822	0.186145129383231	0.340146405172504	-5.42456387444858	LOC100128340	Not_significant	NA
100128361	-0.123475293871576	-2.28369177157553	-0.730042949593153	0.467809658898715	0.631139185479275	-5.82015919669052	LOC100128361	Not_significant	NA
100128385	-0.137470131093974	-1.08744445445637	-0.548215182692505	0.585295137692799	0.726451724563134	-6.0852474235035	FAM225B	Not_significant	NA
100128398	-0.3285276407802	-0.372759039057648	-2.2217054558726	0.0295511877756591	0.0925847532030514	-3.99408140675201	ZNF606-AS1	Not_significant	NA
100128420	0.695456543015862	-0.935457842205978	2.89358224341611	0.00507903597998738	0.0250142185476081	-2.35702729831678	LINC00892	Upregulated	LINC00892
100128494	-0.700680327204314	2.70712230315708	-3.21889718393019	0.00195438428678739	0.0123341566819882	-1.90352476333495	LOC100128494	Downregulated	LOC100128494
100128537	0.334621779474432	3.46753848722271	2.47505461332436	0.0157557788848562	0.0582402791403217	-3.81263746038744	MIR29B2CHG	Not_significant	NA
100128553	0.145304770131843	-2.36744585350998	0.686579491478088	0.494624800338809	0.654824596743784	-5.82413542644876	CTAGE4	Not_significant	NA
100128569	-0.327708979718053	2.40402963066586	-3.27918347699327	0.00162628622250006	0.0107581525761823	-1.69626076907624	TEKTIP1	Not_significant	NA
100128594	-0.18449137749264	-3.53240372945578	-0.629998511712782	0.530754764154798	0.684277043469399	-5.7464339753942	TMSB15B-AS1	Not_significant	NA
100128627	-0.0159713194600101	-0.0176837888768119	-0.119013931432332	0.90560654833249	0.94482059427154	-6.35004521334695	CDC42P3	Not_significant	NA
100128653	-0.532179054145258	-0.619624596113079	-2.17355547009743	0.0331369371117195	0.100596400165001	-4.07724358456099	LOC100128653	Not_significant	NA
100128682	1.06636626063385	-2.39945630464023	3.41016205041192	0.00108330437954417	0.00793768216904169	-0.899370315553316	LINC01531	Upregulated	LINC01531
100128731	0.269739015816969	5.89195261866365	1.18841058158231	0.238703751604126	0.405447268035455	-6.09893548564027	OST4	Not_significant	NA
100128770	0.453788086892815	2.29998372521075	2.51893655170236	0.0140673862460212	0.0535217385797637	-3.60629730519067	LOC100128770	Not_significant	NA
100128782	0.127332337245841	1.21182335228338	0.78538192957472	0.434890334993035	0.600961716727937	-6.21316887260753	ERCC6L2-AS1	Not_significant	NA
100128788	-0.276168285355046	-2.79949151585085	-1.00936641186162	0.316288956725504	0.488146295172203	-5.53738623925003	SRRM2-AS1	Not_significant	NA
100128818	0.39602555158549	-2.0943589960214	1.57706740588912	0.119306590008522	0.250331768663793	-4.89428051270887	NA	Not_significant	NA
100128822	0.0924956417410119	1.2254296554348	0.666915515891776	0.507027135637763	0.665391436239315	-6.30645742623013	LINC01003	Not_significant	NA
100128881	-0.0670704204041419	2.30726191663556	-0.565259778253845	0.57371147695698	0.718325465856278	-6.50396214757937	VPS9D1-AS1	Not_significant	NA
100128890	-0.540633951773449	-2.5916034212998	-2.5685574793945	0.0123560613121504	0.0487163868666196	-3.04292903073298	FAM66B	Downregulated	FAM66B
100128905	0.132425534773899	-3.20295178313241	0.448990254927524	0.65483111329497	0.778706754591522	-5.85903949797204	LINC01960	Not_significant	NA
100128927	-0.746716013259112	1.89351038155401	-6.47364034501075	1.13716308902548e-08	1.38109572027918e-06	9.648279493938	ZBTB42	Downregulated	ZBTB42
100129029	-0.389698616862313	-3.19874578528947	-1.59862436800441	0.114426223380928	0.242747681660189	-4.79312168289604	PKP4-AS1	Not_significant	NA
100129034	-0.126815479584729	5.37982764873216	-1.11440781919036	0.268930904331918	0.438318925032514	-6.18616161459384	LOC100129034	Not_significant	NA
100129060	-0.0319750530921419	3.52871749043085	-0.382765887759679	0.703057736697855	0.813260636411825	-6.68986957706599	SEMA3F-AS1	Not_significant	NA
100129083	-0.939699881180141	2.9958523426822	-5.55385786159561	4.74870446420685e-07	2.27534975797981e-05	5.99304880049274	SIGLEC10-AS1	Downregulated	SIGLEC10-AS1
100129094	-0.368372149089218	-2.21378088345953	-1.38326471809407	0.170997001656949	0.321107602248878	-5.17953330828198	BTNL10P	Not_significant	NA
100129138	-0.172983571049563	-2.16198791446533	-0.769947486388088	0.443931840568373	0.608388632011322	-5.79668221221076	THAP3P1	Not_significant	NA
100129148	-0.0907930323794041	-0.139647785894729	-0.786485482695801	0.4342480592102	0.600386714006245	-6.04939902640753	LOC100129148	Not_significant	NA
100129195	0.348857894783371	1.22326671359511	1.9984367838484	0.0495701031385322	0.134311994243249	-4.56920936794305	ZSCAN16-AS1	Not_significant	NA
100129196	-0.615654682513235	0.515047820702709	-4.35145066783796	4.53251638751195e-05	0.000734818295059717	1.80141841845732	MATN1-AS1	Downregulated	MATN1-AS1
100129203	0.185023330853818	-1.47996352363067	0.610716060533093	0.543373273086529	0.69399698676843	-5.98734092705772	LOC100129203	Not_significant	NA
100129215	-0.28847160657832	-2.49764159538442	-1.48560367984636	0.141891557710917	0.282324544960302	-5.01566727663397	LOC100129215	Not_significant	NA
100129250	0.704603507758233	1.84996395367723	4.62309674604067	1.68779224844659e-05	0.000332935833977013	2.68346112988753	SMIM27	Upregulated	SMIM27
100129269	0.175131723280365	-1.11940147848004	0.873844787113217	0.385202594479769	0.555086049679959	-5.83081602469762	LINC01160	Not_significant	NA
100129316	-0.651910307942004	-3.66227615087012	-1.76326284763133	0.0822375078049915	0.191495911031623	-4.50649065460675	LOC100129316	Not_significant	NA
100129354	0.620029860867967	0.182446043709454	3.14170219799003	0.00246540907878062	0.0146881152619114	-1.81227243937818	NRADDP	Upregulated	NRADDP
100129361	0.352393060386097	1.61361547716493	2.944735558561	0.00438922854091224	0.0225182749599329	-2.50238468798415	SMIM10L1	Not_significant	NA
100129387	0.0430651270294606	1.71126924638756	0.499084855739671	0.619290660956791	0.751159829186581	-6.46490535815921	GABPB1-AS1	Not_significant	NA
100129405	-0.251924761084952	2.59304661077861	-3.92856175212994	0.000198627684303848	0.00222209490050217	0.255249811816464	MSTO2P	Not_significant	NA
100129424	0.00871650707451233	3.71253609934921	0.0537069674993541	0.95732221647772	0.976367683287177	-6.76819039609417	RPL19P12	Not_significant	NA
100129460	0.359738405496398	-1.32768178783013	1.9757707417708	0.0521393046844309	0.138983296463362	-4.3277552560775	DPY19L1P1	Not_significant	NA
100129461	-0.735173205540209	-2.40843328862525	-3.0522925354817	0.0032125034093228	0.0178887438873348	-1.89201500356837	LYRM4-AS1	Downregulated	LYRM4-AS1
100129480	-0.163879010804338	-2.00837934800739	-0.999104550959245	0.321198814527819	0.492329981981022	-5.62899077727746	MKRN2OS	Not_significant	NA
100129482	0.159449381786449	2.29978054984555	0.869477784087214	0.387569158994505	0.557415643377391	-6.28280511771711	ZNF37BP	Not_significant	NA
100129484	0.39513023815374	-1.13109934712717	2.28647839879191	0.0252674496198731	0.0828077158441766	-3.73418443211159	LINC02983	Not_significant	NA
100129503	-0.580330614817812	-1.46187815794238	-2.70213089555557	0.00864485522196291	0.0371247283879165	-2.83427408570859	NA	Downregulated	NA
100129516	-0.620307814056318	-1.20633715252143	-2.93840821773973	0.00446958551350673	0.0228169884648302	-2.27235637384477	LINC02012	Downregulated	LINC02012
100129518	-0.20141714235424	-3.03819310829491	-0.926485586733608	0.35738952621787	0.529080001289074	-5.5809488938227	SOD2-OT1	Not_significant	NA
100129528	0.359234691389229	0.128427310109065	1.38941220818194	0.16912854720145	0.319046968099433	-5.42594533893883	MUC8	Not_significant	NA
100129534	-0.373713683522274	-0.136039591758227	-2.30566659637788	0.0241085647721818	0.0799067693117029	-3.83844189773979	LOC100129534	Not_significant	NA
100129543	0.41316191621492	-3.7514847595177	0.956368763073785	0.342190210321284	0.513764170699614	-5.46112785310503	ZNF730	Not_significant	NA
100129550	0.18988242816336	2.45401995769068	1.29167748722828	0.200734191155664	0.358830470423718	-5.84456275373331	LINC02035	Not_significant	NA
100129617	0.329968452007139	-1.64673875093969	1.89859728345067	0.0617562454911945	0.156456276144438	-4.4284315783409	LOC100129617	Not_significant	NA
100129697	0.186733486838747	0.282180765460058	1.02466396060422	0.309063631462929	0.480065234459931	-5.87197708813276	LOC100129697	Not_significant	NA
100129716	0.526114034438327	-2.14887501443895	2.27055643922761	0.0262661800337564	0.0851645711720925	-3.67179783251597	ARRDC3-AS1	Not_significant	NA
100129722	-0.214580690034306	-1.90430551113532	-0.990024624055649	0.325585360290519	0.496677379929269	-5.65323368835343	STPG3-AS1	Not_significant	NA
100129726	-0.199471615950207	-1.18055671040058	-0.85222676712862	0.397006056209914	0.566506506947265	-5.87470676596199	LINC01126	Not_significant	NA
100129792	0.451333091489992	-2.24989045707216	1.61696035123707	0.11040255631548	0.23692115734545	-4.82491393749975	CCDC152	Not_significant	NA
100129800	1.15416459560763	-2.22158425615515	2.91185733050958	0.00482184777022001	0.0240794343634045	-2.21445470483574	ZNF807P	Upregulated	ZNF807P
100129827	0.529141780289921	-0.212863420369247	2.11258149734458	0.0382193361702338	0.111402620347495	-4.17093091324075	IRAG1-AS1	Not_significant	NA
100129842	-0.0722464454507747	1.0026092382333	-0.359634407970418	0.720207502245724	0.825322605030395	-6.44953167684824	ZNF737	Not_significant	NA
100129845	-0.381076411351243	-2.13049539326069	-2.52617896044803	0.0138049681832892	0.0528261776733692	-3.16397853561282	PCOLCE-AS1	Not_significant	NA
100129858	0.389986540197366	-3.27704363688238	1.12072505443827	0.266250203860463	0.435439296614603	-5.34936435462227	SCOC-AS1	Not_significant	NA
100129917	0.373343078435841	-1.2816907982093	1.57916847364128	0.118823708301718	0.24957410960354	-4.98241723357604	PCGF3-AS1	Not_significant	NA
100129924	0.110472699619342	-3.29289677632527	0.463597182766488	0.644380355365024	0.770322244752069	-5.84419904011483	TMEM269	Not_significant	NA
100129931	-0.0843267769951836	4.2862291624873	-0.66381256627301	0.508999349510911	0.667066681592688	-6.57625656677816	LOC100129931	Not_significant	NA
100129940	0.547567226924184	-3.38261503084262	1.66499783988482	0.100400798043555	0.221336769396766	-4.63702566943924	HMGA2-AS1	Not_significant	NA
100129961	0.167363147611391	-1.68838840524352	0.86663105343952	0.38911672278982	0.558636046433575	-5.77002532745056	CCNT2-AS1	Not_significant	NA
100129973	-0.0850794231261611	-2.29103636890108	-0.335290570294676	0.738412611354734	0.837321239042757	-6.02270071392099	CERNA1	Not_significant	NA
10013	-0.276035590937467	4.39449319631666	-3.19697396259745	0.00208838745693329	0.0129527422312197	-2.02536655386719	HDAC6	Not_significant	NA
100130015	0.00611704736002672	-1.05451996264248	0.0401250886956889	0.968108072476036	0.981310506368628	-6.2171270184864	URAHP	Not_significant	NA
100130027	-0.270503124812913	0.768509568929302	-2.33426799984294	0.0224685189016158	0.0757593936181863	-3.87837134163596	LOC100130027	Not_significant	NA
100130086	0.108106875873659	-1.11541271593997	0.64869579571359	0.518665899125485	0.674919449408247	-5.99272019373403	HSFX2	Not_significant	NA
100130172	0.1612041356802	-3.30582105094938	0.528208930497986	0.599031511423426	0.736444240509785	-5.81268907307662	FAM13B-AS1	Not_significant	NA
100130197	-0.239048239242123	-2.1477257097187	-1.08595368747574	0.281239694043549	0.450827811828608	-5.53767313036296	EFCAB14-AS1	Not_significant	NA
100130207	0.463002926718039	-3.65077414779348	1.30626834332467	0.195754090886803	0.352334610311757	-5.09997531824801	LOC100130207	Not_significant	NA
100130231	-0.444448523129313	6.17882848460391	-3.13380559805065	0.00252420015082706	0.014935154618072	-2.18427571361203	LINC00861	Not_significant	NA
100130283	0.00715928145876266	2.68123313370032	0.0384233227212531	0.969459967593112	0.98225218744903	-6.68745165900656	LOC100130283	Not_significant	NA
100130298	0.123251371940992	-1.05112670831082	0.5297291005906	0.597982530835467	0.735826196144934	-6.07248779551084	LOC100130298	Not_significant	NA
100130311	-0.436884621417315	-0.47234809055892	-2.74647087274148	0.0076587635159422	0.0339330337752117	-2.81236406166102	C17orf107	Not_significant	NA
100130331	-0.838205118090044	1.3390764587988	-5.75569311664457	2.12307516076624e-07	1.27231808239964e-05	6.84747150851457	LOC100130331	Downregulated	LOC100130331
100130348	0.0120352756634363	-1.6094302313373	0.0625162902416142	0.950330557080246	0.973057219069051	-6.1369306352173	TMEM262	Not_significant	NA
100130357	0.0711863557670808	0.792955986109361	0.513742831176988	0.609056069281055	0.744473087710865	-6.33151794614312	LOC100130357	Not_significant	NA
100130418	-0.619790704730918	-2.21589935878005	-1.99149871385846	0.0503447634843797	0.135718322220622	-4.25026410764806	CECR7	Not_significant	NA
100130476	-0.602193213851696	-1.74717531594709	-2.33128792741347	0.0226346513292662	0.0761500714707017	-3.63910658884157	WAKMAR2	Not_significant	NA
100130519	-0.0949850937065662	-1.75835181788324	-0.446597872477033	0.6565494573626	0.779951541792087	-6.03283873390096	TMEM221	Not_significant	NA
100130520	0.152569413618365	2.68389925029189	0.561887051437014	0.575994784796384	0.719732034905951	-6.52939071899979	CD300H	Not_significant	NA
100130557	-0.14457409409996	0.52243973015576	-1.31246268650838	0.193668054850733	0.349663796661126	-5.60361383515511	NFYC-AS1	Not_significant	NA
100130581	-0.0672350812350044	1.19031340877235	-0.551768538299058	0.582871105228838	0.724912045871244	-6.36950836392111	LINC00910	Not_significant	NA
100130691	-0.222173543167047	-1.0621329686883	-1.05354770201205	0.295727333968131	0.466129893951634	-5.69978723848434	LOC100130691	Not_significant	NA
100130705	-0.505464877994884	-1.06250292533884	-3.20778250186712	0.00202128041542772	0.0126250193880598	-1.57402920527799	SPMIP1	Downregulated	SPMIP1
100130733	1.60973417781732	-1.67059126884094	4.2229935957531	7.15809614525843e-05	0.00103027101722445	1.51416401924389	LRRC70	Upregulated	LRRC70
100130742	0.315436457385019	-2.71410954201522	0.926183255523677	0.357545486519807	0.529268719072019	-5.60053825750169	LRRC69	Not_significant	NA
100130744	-0.523979123531587	2.00404637207027	-6.37200872096485	1.72965099666938e-08	1.90179732663376e-06	9.2418165230516	LOC100130744	Downregulated	LOC100130744
100130771	0.217628263534559	-0.841811419868689	1.18555566433826	0.239822513008569	0.40658665079886	-5.56072424438193	EFCAB10	Not_significant	NA
100130776	-0.347255655575813	2.83085490413411	-3.37412691455447	0.00121256493340456	0.00865612047350117	-1.45487710073705	AGAP2-AS1	Not_significant	NA
100130855	0.15238494911408	1.26310068954608	0.896075265403663	0.37329585574838	0.544168272047365	-6.13527635197877	USP3-AS1	Not_significant	NA
100130872	-0.563012837587595	2.2987355522011	-3.00468553380889	0.00369157635629397	0.0198402451543009	-2.44710313277855	LOC100130872	Downregulated	LOC100130872
100130889	0.444235830013437	-2.15022983643881	0.981491762301489	0.329743728892521	0.500817579222799	-5.59809930009509	PSORS1C3	Not_significant	NA
100130890	0.439625172907046	0.509841547355062	2.82454692125364	0.00616910470179734	0.0288025888363814	-2.67812924120098	TSTD3	Not_significant	NA
100130894	-0.379275052220133	-2.11296272243257	-2.05301346961874	0.0438251304698952	0.122941325836	-4.13370822275073	VAC14-AS1	Not_significant	NA
100130950	-0.299221681972624	1.23417846724679	-2.14343994525993	0.0355682303100395	0.105680981071499	-4.33834586489906	ZNF594-DT	Not_significant	NA
100130958	0.21546218559235	0.507837795929806	1.35567080131791	0.179578808260361	0.331538342284554	-5.51134910398397	SYCE1L	Not_significant	NA
100130987	-0.143108269387728	-3.23744458227145	-0.528365397450861	0.598923503386487	0.736444240509785	-5.83002625796336	LOC100130987	Not_significant	NA
100130992	0.564911781989528	-1.41014105643029	2.65089971680318	0.00992770468503947	0.0412330372054992	-2.91129482070628	LOC100130992	Upregulated	LOC100130992
100131017	-0.15380921999402	5.93478108260663	-1.63188842325398	0.107211715098233	0.231940995381539	-5.48403281903905	ZNF316	Not_significant	NA
100131067	-0.234158131329198	-0.408712953099194	-1.17414281928375	0.244332596924059	0.411808464040169	-5.65992679384463	CKMT2-AS1	Not_significant	NA
100131089	-0.335768300019616	0.410060414072273	-2.47791606037472	0.015640366944496	0.057963561739654	-3.53499569819504	SRP14-DT	Not_significant	NA
100131094	-0.567384683013871	1.20382772646145	-4.78658209597508	9.19242152530493e-06	0.000212984509704758	3.25923407098372	DPP9-AS1	Downregulated	DPP9-AS1
100131096	-0.384796573962193	4.34015795724231	-3.89082224200997	0.000225745486207093	0.00244309995614456	0.0560298542118449	NA	Not_significant	NA
100131117	-0.0113097347700317	-2.98467717131664	-0.0336738193364948	0.973233469023858	0.984304377151327	-5.98107409789449	ZBTB20-AS1	Not_significant	NA
100131176	-0.0564329799908931	-0.00819857062197468	-0.218189295055158	0.827918951915552	0.896532142842055	-6.34517320456416	WDR86-AS1	Not_significant	NA
100131187	0.162357981760481	3.87878144651184	1.03672773111492	0.303444883129389	0.47387283118836	-6.24148050700412	TSTD1	Not_significant	NA
100131193	-0.619106210754891	-0.325221808609227	-4.95677099195608	4.83654726996278e-06	0.000131782703045244	3.95231422951205	CCDC183-AS1	Downregulated	CCDC183-AS1
100131205	1.8785727447442	3.34325560819685	7.97796598149843	2.05524539909055e-11	1.56568153971145e-08	15.760306252869	RPL21P28	Upregulated	RPL21P28
100131211	-0.0646010931872283	1.3373099691984	-0.564165737422087	0.574451653123673	0.718673710250056	-6.38885521084344	NEMP2	Not_significant	NA
100131213	0.0706966736520962	-2.13135886989199	0.399952318935912	0.690414291699442	0.80430805924061	-5.99899694246644	ZNF503-AS2	Not_significant	NA
100131257	0.65161616542093	-3.08837335424181	2.75768137263635	0.00742632210559991	0.033172095520735	-2.54240371785334	LOC100131257	Upregulated	LOC100131257
100131289	-0.183635051090426	-1.53816381432692	-0.663238488151033	0.509364679333863	0.667208125714214	-5.96497458724289	LOC100131289	Not_significant	NA
100131320	-0.340464128693224	-2.68839931396268	-1.62534778978256	0.10860045525718	0.234054008303052	-4.80135404344053	RAB6C-AS1	Not_significant	NA
100131347	-0.860847265243653	-2.12188277811898	-4.22667755306218	7.06557510393394e-05	0.00101909197973039	1.51800525558045	RDM1P5	Downregulated	RDM1P5
100131378	0.40648503587899	-2.89297806186567	1.82376666995563	0.0724729963961967	0.175579298439912	-4.42735508230063	C11orf91	Not_significant	NA
100131434	0.181993253236612	0.71847323386445	1.41875739421421	0.160424420235973	0.307178482827704	-5.4731716561439	EOLA1-DT	Not_significant	NA
100131439	-0.395977960385742	-2.63969009009521	-0.82125783471175	0.414298646860407	0.582866251965482	-5.72784827741919	CD300LD	Not_significant	NA
100131564	-0.0954171649965216	2.2708266763623	-0.554465842011981	0.581034255591224	0.723365652859139	-6.51355529497717	CCDC18-AS1	Not_significant	NA
100131604	0.128004073895559	-1.69318619334367	0.642056284650642	0.522942023546116	0.678820026652736	-5.93368978695825	DPP4-DT	Not_significant	NA
100131626	0.0333925043170185	-2.82297216918279	0.113611508350788	0.909872259737205	0.947396970213871	-6.0057440697352	LOC100131626	Not_significant	NA
100131655	-0.349008526044917	-0.374693312046735	-2.05459340818982	0.0436677485775085	0.122665775369201	-4.31355571127786	ZNF236-DT	Not_significant	NA
